name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
guts-view,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.8,ratatui^0.26,MIT,2026-04-25,no,,
gview,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.27,MIT,2025-06-15,no,,
gwm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.4,ratatui^0.29,MIT,2026-01-19,no,,
gwm-cli,DROP-APP,,ships binaries (gwm),OK,1.5.0,ratatui^0.30,MIT,2026-07-26,no,,
gwt-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,6.0.3,ratatui^0.29,MIT,2026-01-15,no,,
gx-tui,KEEP,"ST,ART","terminal shell, KEYBIND ENGINE, search widget",OK,0.1.0,ratatui^0.30,MIT,2026-07-19,no,,"Shared ratatui TUI kit for Galax (gx): terminal shell, keybind engine, search widget, diff pane, theme."
gyr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.22.0,BSD-2-Clause,2023-09-10,no,,
h3xup,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,NODEP,,,,,yes,2461,
h5inspect,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.7.0,ratatui^0.29.0,MIT,2026-06-12,no,,
h5v,DROP-APP,,publishes no library target,OK,0.13.2,ratatui^0.30.0,Apache-2.0,2026-07-05,no,,
h8r,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.1,ratatui^0.26.1,MIT,2024-03-14,no,,
hac-client,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26.1,MIT,2024-06-20,no,,
hac-colors,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26.1,MIT,2024-06-20,no,,
hac-core,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26.1,MIT,2024-06-20,no,,
hacker-news-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.29,MIT,2026-07-09,no,,
hackmd,DROP-APP,,ships binaries (hackmd),OK,0.1.0,ratatui^0.30,MIT,2026-06-25,no,,
hadou,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.5,ratatui^0.29.0,MIT,2025-10-10,no,,
hagent,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,Apache-2.0 OR MIT,2026-06-09,no,,
haj,DROP-APP,,publishes no library target,OK,0.2.7,ratatui^0.30.2,MIT,2026-07-30,no,,
haki-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.0,ratatui^0.30,MIT,2026-05-05,no,,
hale,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.32,ratatui^0.26,MIT,2026-04-19,no,,
halfhand,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.26,Apache-2.0,2026-07-14,no,,
hammurabi,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.28,MIT,2025-06-20,no,,
hanzo-ansi-escape,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.74,ratatui^0.29.0,MIT,2026-03-10,no,,
haqor-admin,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.9,ratatui^0.29.0,GPL-3.0-or-later,2026-07-28,no,,
harboor-sweep,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29.0,MIT,2025-05-24,no,,
harbor-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-04-03,no,,
harness-hat,DROP-APP,,"ships binaries (hht,hht-daemon)",OK,0.8.4,ratatui^0.30,MIT,2026-07-29,no,,
harness-monitor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.16.0,ratatui^0.29,MIT,2026-04-15,no,,
hashcracker,DROP-APP,,publishes no library target,OK,1.1.3,ratatui^0.30,MIT,2026-06-28,no,,
hatch-chat,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.26,MIT,2026-07-21,no,,
hauntty,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-07-26,no,,
haw-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT OR Apache-2.0,2026-07-16,no,,
hawk-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,20260717.0.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-17,no,,
haz-cli,DROP-APP,,ships binaries (haz),OK,0.2.0,ratatui^0.30,AGPL-3.0-or-later,2026-06-05,no,,
hazelnut,DROP-APP,,"ships binaries (hazelnut,hazelnutd)",OK,0.2.49,ratatui^0.30,GPL-3.0-or-later,2026-02-19,no,,
hcterm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,Apache-2.0,2026-07-30,no,,
hdim-tui,DROP-APP,,ships binaries (hdim-tui),OK,0.1.0,ratatui^0.30,GPL-3.0,2026-03-29,no,,
hds_tokio-console,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.14,ratatui^0.20.1,MIT,2024-04-12,no,,
headifier,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.23.0,MIT,2024-01-03,no,,
healthstatus,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-05-26,no,,
hedged-rpc-client,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2025-11-15,no,,
hefesto-widgets,KEEP,MO,"popups, scrollable lists, trees, text inputs",OK,0.7.3,ratatui^0.30.0,MIT,2026-07-17,no,,"Ratatui widgets for the Hefesto TUI toolkit: popups, scrollable lists, trees, text input and spinners"
heh,DROP-APP,,ships binaries (heh),OK,0.6.3,ratatui^0.30.0,MIT,2026-01-16,yes,30065,
helix-calc,DROP-APP,,publishes no library target,OK,1.5.1,ratatui^0,GPL-3.0-only,2026-04-21,yes,4536,
helix-kanban,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.4,ratatui^0.29.0,MIT OR Apache-2.0,2026-07-24,no,,
helpme,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2026-04-14,no,,
helpv,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.29,MIT,2026-03-01,no,,
hematite-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.14.1,ratatui^0.29,AGPL-3.0-only,2026-06-08,no,,
herald-jmap-cli,DROP-APP,,publishes no library target,OK,0.4.0,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-15,no,,
herdr,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,AGPL-3.0-or-later,2026-03-27,no,,
herdr-ask,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-21,no,,
herdr-palette,DROP-APP,,publishes no library target,OK,0.1.10,ratatui^0.30.2,MIT,2026-07-03,no,,
herdr-pretty-which,DROP-APP,,ships binaries (herdr-pretty-which),OK,0.1.5,ratatui^0.30.2,MIT,2026-07-08,no,,
heretek,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.29.0,MIT OR Apache-2.0,2025-09-02,no,,
hermes-ble,DROP-APP,,"ships binaries (hermes-ble,tui)",OK,0.0.1,ratatui^0.30.0,GPL-3.0-or-later,2026-03-12,no,,
hestia,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.3,ratatui^0.28,AGPL-3.0-or-later,2026-05-17,no,,
hewdiff,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.5,ratatui^0.29,MIT,2026-06-30,no,,
hex-patch,DROP-APP,,ships binaries (hex-patch),OK,1.13.0,ratatui^0.30.2,AGPL-3.0,2026-07-14,no,,
hexapoda,DROP-APP,,publishes no library target,OK,0.2.4,ratatui^0.30.0,GPL-3.0-only,2026-06-08,no,,
hexhog,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-11-06,no,,
hexo-engine,DROP-APP,,ships binaries (play),OK,0.1.0,ratatui^0.30.0,MIT,2026-03-31,no,,
hexplorer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.29,MIT,2026-06-14,no,,
hextazy,DROP-APP,,publishes no library target,OK,0.8.6,ratatui^0.30.0,MIT,2026-03-31,no,,
hextui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,MIT,2026-02-17,no,,
hextune,DROP-APP,,publishes no library target,OK,1.1.0,ratatui^0.30.0,MIT,2026-05-21,no,,
hexview,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.27.0,MIT OR Apache-2.0,2024-10-10,no,,
hh-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-03-01,no,,
himitsu-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-04-23,no,,
hindsight,DROP-APP,,ships binaries (hindsight),OK,0.1.0,ratatui^0.30.0,MIT,2026-01-01,no,,
hirage,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-06-23,no,,
hire-david-parker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.4,ratatui^0.29.0,MIT,2025-03-21,yes,3929,
hitman,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.12.1,ratatui^0.29.0,MIT,2026-05-23,no,,
hjkl,DROP-APP,,publishes no library target,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,
hjkl-buffer,KEEP,ED,rope-backed text buffer with cursor + edits,NODEP,,,,,yes,11667,Rope-backed text buffer with cursor and edits. Pre-1.0 churn.
hjkl-buffer-tui,KEEP,ED,ratatui adapter for hjkl-buffer,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,yes,2307,Ratatui Widget adapter for hjkl-buffer — single-pass cell renderer for BufferView.
hjkl-completion-tui,KEEP,MO,completion popup model,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-completion: paints the completion popup model into a ratatui Frame.
hjkl-editor-tui,KEEP,ED,"editor subsystem: style conversion, KeyEvent bridging",OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,"Ratatui TUI editor subsystem for the hjkl stack: Style conversions, KeyEvent bridging, form and prompt renderers."
hjkl-engine,KEEP,ED,"vim FSM, motion grammar, ex commands; renderer-agnostic",NODEP,,,,,yes,11976,"Vim FSM, motion grammar, and ex commands. Pre-1.0 churn."
hjkl-engine-tui,KEEP,ED,ratatui adapter for hjkl-engine,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,yes,2248,Ratatui adapters for hjkl-engine — Style conversion + Editor extension methods for ratatui-flavoured input.
hjkl-form,KEEP,FORM,vim-modal forms,NODEP,,,,,yes,4624,Vim-modal forms for hjkl-based apps.
hjkl-holler-tui,KEEP,TO,"renderer-agnostic notification bus, top-right severity stack",OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-holler: paints active toast notifications in a top-right stack with severity-colored borders.
hjkl-hover-tui,KEEP,MO,hover popup model + adapter,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-hover: paints the hover popup into a ratatui Frame using hjkl-markdown-tui for the content body.
hjkl-info-popup-tui,KEEP,MO,"info popup (:reg, :marks, :jumps)",OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,"Ratatui adapter for hjkl-info-popup: renders the info popup (`:reg`, `:marks`, `:jumps`, `:changes`) as a centered bordered overlay."
hjkl-markdown-tui,KEEP,MD,markdown events to ratatui Lines,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-markdown: converts markdown events to ratatui Lines for inline rendering.
hjkl-menu-tui,KEEP,MO,renderer-agnostic context-menu model,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-menu: renders the renderer-agnostic context menu model into a ratatui Frame with full theme support.
hjkl-picker-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,
hjkl-prompt-tui,KEEP,ST,ex/search prompt bar as a renderer-agnostic model,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,"Ratatui adapter for hjkl-prompt: renders the ex/search prompt bar (`:`, `/`, `?`) as a bottom-bar status row with wildmenu completion strip."
hjkl-splash,DROP-DOMAIN,,"library, but no wqm surface needs it",NODEP,,,,,yes,4602,
hjkl-splash-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,
hjkl-statusline-tui,KEEP,ST,RENDERER-AGNOSTIC STATUSLINE MODEL + ratatui adapter -- refutes SS3,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,ratatui adapter for hjkl-statusline: renders the renderer-agnostic statusline model into a ratatui Line / widget.
hjkl-syntax-tui,KEEP,ED,renderer-agnostic syntax spans to ratatui,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-syntax: converts renderer-agnostic RenderOutput spans to ratatui Span/Line and routes DiagSigns to hjkl_buffer::Sign.
hjkl-tabs-tui,KEEP,TB,"TabBar<Id> adapter: active highlight, dirty marker, overflow",OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,"Ratatui adapter for hjkl-tabs: renders a TabBar<Id> widget with active-tab highlight, dirty marker, and overflow indicators."
hjkl-theme-tui,KEEP,T,Color/StyleSpec/Modifiers conversions for a renderer-agnostic theme,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapters for hjkl-theme: Color/StyleSpec/Modifiers conversions.
hjkl-vim,KEEP,ED,vim modal state types and grammar primitives,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Vim modal state types and grammar primitives for the hjkl editor stack. Pre-1.0 churn.
hjkl-vim-tui,KEEP,ED,crossterm driver wiring KeyEvents through the vim FSM,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui/crossterm driver for hjkl-vim — wires crossterm KeyEvents through the FSM.
hjkl-which-key-tui,KEEP,ST,which-key popup model + adapter,OK,0.39.0,ratatui^0.30,MIT,2026-07-27,no,,Ratatui adapter for hjkl-which-key: renders the which-key popup model into a ratatui Frame.
hjklue,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-01-25,no,,
hmon,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-07-28,no,,
hms,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-01-19,no,,
hn_tui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,MIT,2026-04-06,no,,
hnr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-05-19,no,,
hnt,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,GPL-3.0-or-later,2025-06-15,no,,
hoard-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.4.2,ratatui^0.22.0,MIT,2023-08-06,no,,
hoards,DROP-APP,,ships binaries (hoards),OK,0.3.0,ratatui^0.30,MIT,2026-01-17,no,,
hojicha-pearls,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29.0,GPL-3.0,2025-08-18,no,,
hojicha-rendering,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29,GPL-3.0,2025-08-18,no,,
hokori,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30.1,MIT,2026-06-22,no,,
holdmybeer-cli,DROP-APP,,publishes no library target,OK,0.3.3,ratatui^0.30,non-standard,2026-04-07,no,,
holon,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.14.1,ratatui^0.29,Apache-2.0,2026-05-24,no,,
home-rs,DROP-APP,,ships binaries (homers),OK,0.1.0,ratatui^0.30.0,MIT,2026-04-24,no,,
homebrewconfig,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT,2026-06-15,no,,
homeofficetracker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29.0,non-standard,2025-01-28,no,,
hone-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-04-14,no,,
hone-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-04-13,no,,
honya,DROP-APP,,publishes no library target,OK,0.7.0,ratatui^0.30.2,Apache-2.0,2026-07-15,no,,
hoogle-syntax,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-05-22,no,,
hoogle-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-05-22,no,,
hooklistener-cli,DROP-APP,,publishes no library target,OK,1.8.5,ratatui^0.30.0,MIT,2026-07-27,no,,
hoopoe,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30.1,MPL-2.0,2026-07-17,no,,
hop6,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT OR Apache-2.0,2026-05-29,no,,
horus-cli,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.2,Apache-2.0,2026-07-28,no,,
hosttui,DROP-APP,,ships binaries (ht),OK,0.3.2,ratatui^0.30.0,MIT,2026-06-28,no,,
hotl,DROP-APP,,publishes no library target,OK,0.9.1,ratatui^0.30,AGPL-3.0-or-later,2026-07-30,no,,
hotl-theme,KEEP,T,shared theme component; author disclaims semver,OK,0.9.1,ratatui^0.30,AGPL-3.0-or-later,2026-07-30,no,,Internal component of hotl - no semver promise; pin exact or don't depend. Shared theme model and terminal palette for hotl surfaces.
hotl-tui,KEEP,"ART,FW",Elm-style runtime; author disclaims semver,OK,0.9.1,ratatui^0.30,AGPL-3.0-or-later,2026-07-30,no,,"Internal component of hotl - no semver promise; pin exact or don't depend. Elm-style ratatui console (state, update, view) for the execute agent. Before 0.2.0 this crate name shipped hotl's watch/dashboard TUI (now hotl-watch-tui)."
hotl-watch-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.9.1,ratatui^0.30,AGPL-3.0-or-later,2026-07-30,no,,
hotpath,DROP-APP,,"ships binaries (hotpath,hotpath-samply)",OK,0.22.0,ratatui^0.30,MIT,2026-07-26,no,,
hotpath-meta,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.22.0,ratatui^0.29,MIT,2026-07-26,no,,
hourus,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,Unlicense,2026-04-24,no,,
howler-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,MIT OR Apache-2.0,2026-07-14,no,,
howmany,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.1.0,ratatui^0.29,MIT,2025-09-11,no,,
hoy-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.0,ratatui^0.30.0,MIT OR Apache-2.0,2026-03-18,no,,
hpcMapper,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29.0,MIT,2026-07-08,no,,
hrdr-editor,KEEP,ED,FSM-agnostic editor seam embedding the hjkl engine,OK,0.9.1,ratatui^0.30,MIT,2026-07-30,no,,"FSM-agnostic text-editor seam for hrdr, embedding the hjkl engine behind an EditorEngine trait."
hrdr-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.9.1,ratatui^0.30,MIT,2026-07-30,no,,
hrn,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30.0,GPL-3.0-or-later,2026-02-02,no,,
hs-hackathon-drone,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.25.0,Apache-2.0,2024-03-28,no,,
hs-hackathon-vision,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.25.0,Apache-2.0,2024-03-28,no,,
htoprs,DROP-APP,,ships binaries (htoprs),OK,0.5.11,ratatui^0.30.0,MIT,2026-07-27,no,,
httm,DROP-APP,,publishes no library target,OK,0.50.2,ratatui-core^0.1.2,MPL-2.0,2026-06-30,no,,
http-diff,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.5,ratatui^0.24.0,Unlicense OR MIT,2024-05-23,no,,
https_proxy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT,2026-03-13,no,,
hu,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.15,ratatui^0.29,BUSL-1.1,2026-07-09,no,,
huddle,DROP-APP,,publishes no library target,OK,2.2.1,ratatui^0.30,MIT OR Apache-2.0,2026-06-18,no,,
huffman-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-06-19,no,,
hug,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.4,ratatui^0.29.0,BUSL-1.1,2025-04-14,no,,
humanize-cli,DROP-APP,,publishes no library target,OK,0.3.22,ratatui^0.30,MIT,2026-03-24,no,,
hun,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.25,non-standard,2025-12-23,no,,
hustle-tracker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.20,ratatui=0.30.0-beta.0,MIT,2026-03-16,no,,
hw_checker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.5,ratatui^0.27,MIT,2025-03-21,no,,
hwatch,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,"ratatui>=0.29, <0.30",MIT,2026-04-29,no,,
hwatch-ansi,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,"ratatui>=0.29, <0.30",MIT,2026-04-29,no,,
hwatch-diffmode,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,"ratatui>=0.29, <0.30",MIT,2026-04-29,no,,
hxdi,DROP-APP,,ships binaries (hxdi),OK,0.2.7,ratatui^0.30.0,GPL-3.0,2026-04-24,no,,
hxedit,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT OR Apache-2.0,2026-06-29,no,,
hyperchess,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.26,MIT,2026-02-19,no,,
hyperi-rustlib,DROP-DOMAIN,,"library, but no wqm surface needs it",OK,2.8.15,"ratatui>=0.29, <0.32",BUSL-1.1,2026-06-22,yes,3911,
hyperrat,KEEP,ART,OSC 8 hyperlink widget that survives layout,OK,0.1.3,ratatui-core^0.1.2,Unlicense OR MIT,2026-06-28,yes,4842,An OSC 8 link widget for ratatui that doesn't break your UI
hyperstack-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.9,ratatui^0.29,non-standard,2026-04-17,no,,
hypixel-bazaar-tui,DROP-APP,,publishes no library target,OK,1.1.0,ratatui^0.30.2,MIT,2026-07-20,no,,
